route_id,service_id,trip_id,trip_headsign,trip_short_name
IC,2024-04-19,2024-04-19_9107-6,Warszawa Wschodnia,9106 Leśmian
IC,2024-04-19,2024-04-19_9109-8,Warszawa Główna,9108 Jagna
IC,2024-04-19,2024-04-19_91101-0,Warszawa Wschodnia,91100 Łodzianin
IC,2024-04-19,2024-04-19_9111-0,Warszawa Główna,9110 Tuwim
IC,2024-04-19,2024-04-19_91131-0,Warszawa Wschodnia,91130 Zosia
IC,2024-04-19,2024-04-19_91133-2,Warszawa Gdańska,91132 Korczak
IC,2024-04-20,2024-04-20_1001-0,Białystok,1000 Narew
IC,2024-04-20,2024-04-20_1002-3,Białystok,1002 Zamenhof
IC,2024-04-20,2024-04-20_10100-1,Białystok,10100 Żubr
IC,2024-04-20,2024-04-20_10110-1,Warszawa Zachodnia,10110 Żubr
IC,2024-04-20,2024-04-20_1100-1,Łódź Fabryczna,1100 Narew
IC,2024-04-20,2024-04-20_1104-5,Warszawa Zachodnia,1104 Skaryna
IC,2024-04-20,2024-04-20_11100-1,Terespol,11100 Podlasie
IC,2024-04-20,2024-04-20_11102-3,Terespol,11102 Mickiewicz
IC,2024-04-20,2024-04-20_11104-5,Terespol,11104 Starzyński
IC,2024-04-20,2024-04-20_11110-1,Warszawa Wschodnia,11110 Podlasie
IC,2024-04-20,2024-04-20_11112-3,Warszawa Wschodnia,11112 Mickiewicz
IC,2024-04-20,2024-04-20_11114-5,Warszawa Wschodnia,11114 Starzyński
IC,2024-04-20,2024-04-20_11116-7,Warszawa Wschodnia,11116 Niemcewicz
IC,2024-04-20,2024-04-20_1115-4,Terespol,1114 Skaryna
IC,2024-04-20,2024-04-20_1201-0,Lublin Główny,1200 Czartoryski
TLK,2024-04-20,2024-04-20_12010-1,Jagodin,12010 Kyiv-Express
IC,2024-04-20,2024-04-20_12100-1,Chełm,12100 Chełmianin
IC,2024-04-20,2024-04-20_12102-3,Lublin Główny,12102 Bystrzyca
IC,2024-04-20,2024-04-20_12104-5,Lublin Główny,12104 Czechowicz
IC,2024-04-20,2024-04-20_12106-7,Lublin Główny,12106 Inka
IC,2024-04-20,2024-04-20_13000-1,Kraków Główny,143 Hańcza
EIP,2024-04-20,2024-04-20_1302-3,Kraków Główny,1302
EIP,2024-04-20,2024-04-20_1304-5,Kraków Główny,1304
EIP,2024-04-20,2024-04-20_1306-7,Kraków Główny,1306
IC,2024-04-20,2024-04-20_13100-1,Przemyśl Główny,13100 Malinowski
IC,2024-04-20,2024-04-20_13104-5_0,Przemyśl Główny,13104 Witos
IC,2024-04-20,2024-04-20_13104-5_1,Przemyśl Główny,13104 Witos
IC,2024-04-20,2024-04-20_13106-7_0,Przemyśl Główny,13106 San
IC,2024-04-20,2024-04-20_13106-7_1,Przemyśl Główny,13106 San
IC,2024-04-20,2024-04-20_13109-8,Kraków Główny,13108 Reymont
IC,2024-04-20,2024-04-20_1320-1,Zakopane,1320 Karłowicz
IC,2024-04-20,2024-04-20_1322-3,Kraków Główny,1322 Kinga
EIC,2024-04-20,2024-04-20_1350-1,Zakopane,1350 Tatry
EIP,2024-04-20,2024-04-20_1400-1,Bielsko-Biała Główna,1400
IC,2024-04-20,2024-04-20_14000-1,Bohumin,116 Silesia
IC,2024-04-20,2024-04-20_14002-3,Bohumin,105 Polonia
IC,2024-04-20,2024-04-20_14004-5,Bohumin,131 Batory
IC,2024-04-20,2024-04-20_14006-7,Bohumin,112 Silesia
IC,2024-04-20,2024-04-20_14008-9,Bohumin Vrbice,110 Silesia
IC,2024-04-20,2024-04-20_14010-1,Petrovice U Karvine,407 Chopin
IC,2024-04-20,2024-04-20_1422-3,Bielsko-Biała Główna,1422 Pilecki
IC,2024-04-20,2024-04-20_1424-5,Katowice,1424 Chemik
IC,2024-04-20,2024-04-20_1460-1,Wisła Uzdrowisko,1460 Daszyński
EIP,2024-04-20,2024-04-20_1500-1,Gdynia Główna,1500
EIP,2024-04-20,2024-04-20_1502-3,Gdynia Główna,1502
TLK,2024-04-20,2024-04-20_15102-3,Gdynia Główna,15102 Biebrza
IC,2024-04-20,2024-04-20_1512-3,Gdynia Główna,1512 Wybrzeże
IC,2024-04-20,2024-04-20_1520-1,Olsztyn Główny,1520 Warmia
IC,2024-04-20,2024-04-20_1523-2,Olsztyn Główny,1522 Mazury
IC,2024-04-20,2024-04-20_1524-5,Bydgoszcz Główna,1524 Kopernik
IC,2024-04-20,2024-04-20_1527,Bydgoszcz Główna,1526 Moniuszko
IC,2024-04-20,2024-04-20_1531-0,Bydgoszcz Główna,1530 Brda
IC,2024-04-20,2024-04-20_1533-2,Gdynia Główna,1532 Kociewie
EIC,2024-04-20,2024-04-20_1600-1,Wrocław Główny,1600 Panorama
EIP,2024-04-20,2024-04-20_1602-3,Jelenia Góra,1602
TLK,2024-04-20,2024-04-20_16100-1,Jelenia Góra,16100 Orzeszkowa
IC,2024-04-20,2024-04-20_16102-3,Wrocław Główny,16102 Konopnicka
IC,2024-04-20,2024-04-20_16104-5,Wrocław Główny,16104 Nałkowska
IC,2024-04-20,2024-04-20_16106-7,Wrocław Główny,16106 Dąbrowska
TLK,2024-04-20,2024-04-20_16170-1,Jelenia Góra,16170 Karkonosze
IC,2024-04-20,2024-04-20_1620-1,Wrocław Główny,1620 Asnyk
IC,2024-04-20,2024-04-20_1622-3,Wrocław Główny,1622 Baczyński
IC,2024-04-20,2024-04-20_1624-5,Wrocław Główny,1624 Fredro
IC,2024-04-20,2024-04-20_1650-1,Szklarska Poręba Górna,1650 Śnieżka
EIC,2024-04-20,2024-04-20_17000-1,Frankfurt (Oder),248 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_17002-3,Frankfurt (Oder),246 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_17004-5,Frankfurt (Oder),48 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_17006-7,Frankfurt (Oder),46 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_17008-9,Frankfurt (Oder),44 Berlin-Warszawa-Express
IC,2024-04-20,2024-04-20_17100-1,Zielona Góra Główna,17100 Strzelecki
IC,2024-04-20,2024-04-20_17102-3,Zielona Góra Główna,17102 Zielonogórzanin
IC,2024-04-20,2024-04-20_17104-5,Poznań Główny,17104 Warta
IC,2024-04-20,2024-04-20_18100-1,Szczecin Główny,18100 Gałczyński
IC,2024-04-20,2024-04-20_18102-3,Świnoujście,18102 Podlasiak
IC,2024-04-20,2024-04-20_18105-4,Szczecin Główny,18104 Rybak
IC,2024-04-20,2024-04-20_18106-7,Świnoujście,18106 Mewa
TLK,2024-04-20,2024-04-20_18109-8,Szczecin Główny,18108 Włókniarz
IC,2024-04-20,2024-04-20_18110-1,Piła Główna,18110 Noteć
IC,2024-04-20,2024-04-20_18115-4,Kołobrzeg,18114 Pobrzeże
IC,2024-04-20,2024-04-20_18153-2,Kołobrzeg,18152 Parsęta
IC,2024-04-20,2024-04-20_18170-1,Świnoujście,18170 Uznam
IC,2024-04-20,2024-04-20_1906-7,Łódź Fabryczna,1906 Leśmian
IC,2024-04-20,2024-04-20_19130-1,Łódź Fabryczna,19130 Zosia
IC,2024-04-20,2024-04-20_20100-1,Stalowa Wola Rozwadów,20100 Hetman
IC,2024-04-20,2024-04-20_2100-1,Warszawa Zachodnia,2100 Czartoryski
TLK,2024-04-20,2024-04-20_21010-1,Warszawa Wschodnia,21010 Kyiv-Express
IC,2024-04-20,2024-04-20_21100-1,Warszawa Zachodnia,21100 Chełmianin
IC,2024-04-20,2024-04-20_21102-3,Warszawa Zachodnia,21102 Bystrzyca
IC,2024-04-20,2024-04-20_21105-4,Warszawa Wschodnia,21104 Czechowicz
IC,2024-04-20,2024-04-20_21107-6,Warszawa Wschodnia,21106 Inka
IC,2024-04-20,2024-04-20_2120-1,Warszawa Wschodnia,2120 Nida
IC,2024-04-20,2024-04-20_22002,Jagodin,24
IC,2024-04-20,2024-04-20_22005,Chełm,23
IC,2024-04-20,2024-04-20_22007,Chełm,19
IC,2024-04-20,2024-04-20_22008,Jagodin,120
IC,2024-04-20,2024-04-20_22011,Chełm,119
IC,2024-04-20,2024-04-20_22012,Jagodin,20
IC,2024-04-20,2024-04-20_22101-0,Hrubieszów Miasto,22100 Hetman
IC,2024-04-20,2024-04-20_23100-1,Kraków Główny,23100 Jagiełło
TLK,2024-04-20,2024-04-20_24001-0,Bohumin,310 Roztocze
IC,2024-04-20,2024-04-20_24100-1,Katowice,24100 Sztygar
IC,2024-04-20,2024-04-20_24103,Gliwice,24103 Morcinek
IC,2024-04-20,2024-04-20_25100-1,Bydgoszcz Główna,25100 Kujawiak
IC,2024-04-20,2024-04-20_2520-1,Bydgoszcz Główna,2520 Rejewski
IC,2024-04-20,2024-04-20_26100-1,Wrocław Główny,26100 Bolko
IC,2024-04-20,2024-04-20_26102-3,Wrocław Główny,26102 Morcinek
IC,2024-04-20,2024-04-20_2701-0,Zielona Góra Główna,2700 Hetman
IC,2024-04-20,2024-04-20_27100-1,Zielona Góra Główna,27100 Lubuszanin
IC,2024-04-20,2024-04-20_27102-3,Poznań Główny,27102 Koziołek
IC,2024-04-20,2024-04-20_28100-1,Szczecin Główny,28100 Staszic
IC,2024-04-20,2024-04-20_28102-3,Szczecin Główny,28102 Wyczółkowski
IC,2024-04-20,2024-04-20_28104-5,Świnoujście,28104 Górski
IC,2024-04-20,2024-04-20_30100-1,Krynica,30100 Malinowski
TLK,2024-04-20,2024-04-20_30104-5,Krynica,30104 Małopolska
TLK,2024-04-20,2024-04-20_30110-1,Zagórz,30110 Wetlina
TLK,2024-04-20,2024-04-20_30112-3,Zagórz,30112 Bieszczady
TLK,2024-04-20,2024-04-20_30170-1,Krynica,30170 Karpaty
IC,2024-04-20,2024-04-20_31000-1,Maćkowo,144 Hańcza
EIP,2024-04-20,2024-04-20_3102-3,Warszawa Wschodnia,3102
EIP,2024-04-20,2024-04-20_3106-7,Warszawa Wschodnia,3106
EIP,2024-04-20,2024-04-20_3108-9,Warszawa Wschodnia,3108
IC,2024-04-20,2024-04-20_31100-1,Warszawa Gdańska,31100 Malinowski
IC,2024-04-20,2024-04-20_31102-3,Warszawa Gdańska,31102 Marszałek Piłsudski
IC,2024-04-20,2024-04-20_31104-5_0,Warszawa Gdańska,31104 Witos
IC,2024-04-20,2024-04-20_31104-5_1,Warszawa Gdańska,31104 Witos
IC,2024-04-20,2024-04-20_31106-7_0,Warszawa Gdańska,31106 San
IC,2024-04-20,2024-04-20_31106-7_1,Warszawa Gdańska,31106 San
IC,2024-04-20,2024-04-20_31108-9,Łódź Fabryczna,31108 Reymont
EIP,2024-04-20,2024-04-20_3112-3,Warszawa Wschodnia,3112
IC,2024-04-20,2024-04-20_3120-1,Warszawa Wschodnia,3120 Karłowicz
IC,2024-04-20,2024-04-20_3122-3,Warszawa Wschodnia,3122 Kinga
IC,2024-04-20,2024-04-20_3128-9,Warszawa Wschodnia,3128 Łokietek
EIC,2024-04-20,2024-04-20_3150-1,Warszawa Wschodnia,3150 Tatry
IC,2024-04-20,2024-04-20_32100-1,Lublin Główny,32100 Jagiełło
TLK,2024-04-20,2024-04-20_33001,Mostiska 2,32
TLK,2024-04-20,2024-04-20_33002,Przemyśl Główny,31
IC,2024-04-20,2024-04-20_33004,Przemyśl Główny,705
TLK,2024-04-20,2024-04-20_33007,Mostiska 2,90
TLK,2024-04-20,2024-04-20_33008,Przemyśl Główny,89
IC,2024-04-20,2024-04-20_33013,Mostiska 2,716
IC,2024-04-20,2024-04-20_33014,Przemyśl Główny,715
IC,2024-04-20,2024-04-20_33017,Mostiska 2,706
TLK,2024-04-20,2024-04-20_33018,Przemyśl Główny,35
TLK,2024-04-20,2024-04-20_33025,Mostiska 2,36
IC,2024-04-20,2024-04-20_33100-1,Kraków Główny,33100 Malinowski
TLK,2024-04-20,2024-04-20_33104-5,Kraków Główny,33104 Małopolska
TLK,2024-04-20,2024-04-20_33110-1,Kraków Główny,33110 Wetlina
TLK,2024-04-20,2024-04-20_33112-3,Kraków Główny,33112 Bieszczady
TLK,2024-04-20,2024-04-20_33170-1,Kraków Główny,33170 Karpaty
IC,2024-04-20,2024-04-20_34000-1,Petrovice U Karvine,114 Cracovia
IC,2024-04-20,2024-04-20_34002-3,Bohumin,107 Porta Moravica
TLK,2024-04-20,2024-04-20_34004-5,Petrovice U Karvine,212 Galicja
IC,2024-04-20,2024-04-20_34006-7,Petrovice U Karvine,103 Danubius
EIP,2024-04-20,2024-04-20_3500-1,Gdynia Główna,3500
EIP,2024-04-20,2024-04-20_3502-3,Gdynia Główna,3502
EIP,2024-04-20,2024-04-20_3504-5,Gdynia Główna,3504
EIP,2024-04-20,2024-04-20_3506-7,Gdynia Główna,3506
EIP,2024-04-20,2024-04-20_3508-9,Gdynia Główna,3508
EIP,2024-04-20,2024-04-20_3510-1,Gdynia Główna,3510
TLK,2024-04-20,2024-04-20_35102-3,Gdynia Główna,35102 Lubomirski
TLK,2024-04-20,2024-04-20_35104-5,Gdynia Główna,35104 Małopolska
IC,2024-04-20,2024-04-20_3512-3,Gdynia Główna,3512 Piast
IC,2024-04-20,2024-04-20_3514-5,Gdynia Główna,3514 Artus
TLK,2024-04-20,2024-04-20_35170-1,Gdynia Główna,35170 Karpaty
TLK,2024-04-20,2024-04-20_35172-3,Gdynia Główna,35172 Rozewie
IC,2024-04-20,2024-04-20_3520-1,Olsztyn Główny,3520 Żeromski
IC,2024-04-20,2024-04-20_3522-3,Olsztyn Główny,3522 Sienkiewicz
IC,2024-04-20,2024-04-20_3524-5,Olsztyn Główny,3524 Kolberg
IC,2024-04-20,2024-04-20_3526-7,Olsztyn Główny,3526 Orłowicz
IC,2024-04-20,2024-04-20_3532-3,Bydgoszcz Główna,3532 Kochanowski
IC,2024-04-20,2024-04-20_3534-5,Bydgoszcz Główna,3534 Kazimierz
IC,2024-04-20,2024-04-20_3560-1,Gdynia Główna,3560 Witkacy
IC,2024-04-20,2024-04-20_3600-1,Wrocław Główny,3600 Wyspiański
IC,2024-04-20,2024-04-20_3602-3,Wrocław Główny,3602 Siemiradzki
IC,2024-04-20,2024-04-20_3604-5,Wrocław Główny,3604 Grottger
IC,2024-04-20,2024-04-20_36100-1,Wrocław Główny,36100 Boznańska
TLK,2024-04-20,2024-04-20_36102-3,Jelenia Góra,36102 Sudety
TLK,2024-04-20,2024-04-20_36106-7,Jelenia Góra,36106 Szczeliniec
IC,2024-04-20,2024-04-20_3700-1,Poznań Główny,3700 Ślązak
IC,2024-04-20,2024-04-20_37000-1,Frankfurt (Oder),56 Wawel
IC,2024-04-20,2024-04-20_37002-3,Frankfurt (Oder),54 Odra
IC,2024-04-20,2024-04-20_37100-1,Poznań Główny,37100 Pułaski
IC,2024-04-20,2024-04-20_37102-3,Poznań Główny,37102 Wybicki
IC,2024-04-20,2024-04-20_37104-5,Zielona Góra Główna,37104 Mehoffer
IC,2024-04-20,2024-04-20_3720-1,Poznań Główny,3720 Cegielski
IC,2024-04-20,2024-04-20_3722-3,Poznań Główny,3722 Barbakan
EIP,2024-04-20,2024-04-20_3800-1,Kołobrzeg,3800
IC,2024-04-20,2024-04-20_3804-5,Szczecin Główny,3804 Matejko
IC,2024-04-20,2024-04-20_3806-7,Kołobrzeg,3806 Malczewski
IC,2024-04-20,2024-04-20_38100-1,Kołobrzeg,38100 Zamoyski
IC,2024-04-20,2024-04-20_38102-3,Świnoujście,38102 Chełmoński
IC,2024-04-20,2024-04-20_38106-7,Piła Główna,38106 Miechowita
TLK,2024-04-20,2024-04-20_38170-1,Kołobrzeg,38171 Ustronie
IC,2024-04-20,2024-04-20_38172-3,Świnoujście,38172 Przemyślanin
IC,2024-04-20,2024-04-20_3820-1,Szczecin Główny,3820 Osterwa
IC,2024-04-20,2024-04-20_40001,Bohumin,101 Moravia
IC,2024-04-20,2024-04-20_41000-1,Warszawa Gdańska,117 Silesia
IC,2024-04-20,2024-04-20_41002-3,Warszawa Wschodnia,104 Polonia
IC,2024-04-20,2024-04-20_41004-5,Warszawa Wschodnia,130 Batory
IC,2024-04-20,2024-04-20_41006-7,Warszawa Gdańska,113 Silesia
IC,2024-04-20,2024-04-20_41008-9,Warszawa Gdańska,111 Silesia
IC,2024-04-20,2024-04-20_41010-1,Warszawa Wschodnia,406 Chopin
IC,2024-04-20,2024-04-20_4122-3,Białystok,4122 Pilecki
IC,2024-04-20,2024-04-20_4124-5,Płock,4124 Chemik
IC,2024-04-20,2024-04-20_4160-1,Warszawa Wschodnia,4160 Daszyński
TLK,2024-04-20,2024-04-20_42000-1,Lublin Główny,311 Roztocze
IC,2024-04-20,2024-04-20_42100-1,Lublin Główny,42100 Sztygar
IC,2024-04-20,2024-04-20_42102,Kielce Główne,42102 Morcinek
IC,2024-04-20,2024-04-20_43000-1,Przemyśl Główny,115 Cracovia
IC,2024-04-20,2024-04-20_43002-3,Przemyśl Główny,106 Porta Moravica
TLK,2024-04-20,2024-04-20_43004-5,Kraków Główny,213 Galicja
IC,2024-04-20,2024-04-20_43006-7,Kraków Główny,102 Danubius
IC,2024-04-20,2024-04-20_44000,Katowice,100 Moravia
EIP,2024-04-20,2024-04-20_4500-1,Gdynia Główna,4500
IC,2024-04-20,2024-04-20_45000-1,Gdynia Główna,108 Sobieski
EIP,2024-04-20,2024-04-20_4502-3,Gdynia Główna,4502
EIP,2024-04-20,2024-04-20_4504-5,Gdynia Główna,4504
EIP,2024-04-20,2024-04-20_4506-7,Gdynia Główna,4506
EIP,2024-04-20,2024-04-20_4508-9,Gdynia Główna,4508
TLK,2024-04-20,2024-04-20_45103-2,Gdynia Główna,45102 Flisak
IC,2024-04-20,2024-04-20_45150-1,Bydgoszcz Główna,45150 Halny
IC,2024-04-20,2024-04-20_4520-1,Gdynia Główna,4520 Hutnik
IC,2024-04-20,2024-04-20_4522-3,Olsztyn Główny,4522 Skarbek
IC,2024-04-20,2024-04-20_4526-7,Gdynia Główna,4526 Doker
EIC,2024-04-20,2024-04-20_4550-1,Gdynia Główna,4550 Wysocki
IC,2024-04-20,2024-04-20_4560-1,Olsztyn Główny,4560 Kormoran
IC,2024-04-20,2024-04-20_46000-1,Wrocław Główny,202 Danubius
IC,2024-04-20,2024-04-20_47101,Poznań Główny,47100 Spodek
IC,2024-04-20,2024-04-20_48101-0,Słupsk,48100 Gwarek
IC,2024-04-20,2024-04-20_48102-3,Ustka,48102 Szyndzielnia
ZKA IC,2024-04-20,2024-04-20_50111-0,Giżycko,ZKA 608 Warmia
ZKA IC,2024-04-20,2024-04-20_50113-2,Giżycko,ZKA 606 Mamry
EIP,2024-04-20,2024-04-20_5100-1,Warszawa Centralna,5100
EIP,2024-04-20,2024-04-20_5102-3,Warszawa Centralna,5102
EIP,2024-04-20,2024-04-20_5104-5,Warszawa Centralna,5104
TLK,2024-04-20,2024-04-20_51102-3,Warszawa Wschodnia,51102 Biebrza
IC,2024-04-20,2024-04-20_5112-3,Warszawa Zachodnia,5112 Wybrzeże
IC,2024-04-20,2024-04-20_5122-3,Łódź Fabryczna,5122 Mazury
IC,2024-04-20,2024-04-20_5124-5,Warszawa Wschodnia,5124 Kopernik
IC,2024-04-20,2024-04-20_5126-7,Warszawa Centralna,5126 Moniuszko
IC,2024-04-20,2024-04-20_5130-1,Warszawa Zachodnia,5130 Brda
IC,2024-04-20,2024-04-20_5132-3,Łódź Fabryczna,5132 Kociewie
IC,2024-04-20,2024-04-20_52100-1,Chełm,52100 Kujawiak
IC,2024-04-20,2024-04-20_5220-1,Lublin Główny,5220 Rejewski
EIP,2024-04-20,2024-04-20_5300-1,Kraków Główny,5300
EIP,2024-04-20,2024-04-20_5302-3,Kraków Główny,5302
EIP,2024-04-20,2024-04-20_5304-5,Kraków Główny,5304
EIP,2024-04-20,2024-04-20_5306-7,Kraków Główny,5306
EIP,2024-04-20,2024-04-20_5308-9,Rzeszów Główny,5308
EIP,2024-04-20,2024-04-20_5310-1,Kraków Główny,5310
TLK,2024-04-20,2024-04-20_53104-5,Zakopane,53104 Małopolska
IC,2024-04-20,2024-04-20_5312-3,Kraków Główny,5312 Piast
IC,2024-04-20,2024-04-20_5314-5,Przemyśl Główny,5314 Artus
TLK,2024-04-20,2024-04-20_53170-1,Zakopane,53170 Karpaty
TLK,2024-04-20,2024-04-20_53172-3,Kraków Główny,53173 Rozewie
IC,2024-04-20,2024-04-20_5320-1,Kraków Główny,5320 Żeromski
IC,2024-04-20,2024-04-20_5322-3,Kraków Główny,5322 Sienkiewicz
IC,2024-04-20,2024-04-20_5324-5,Kraków Główny,5324 Kolberg
IC,2024-04-20,2024-04-20_5326-7,Kraków Główny,5326 Orłowicz
IC,2024-04-20,2024-04-20_5328-9,Kraków Główny,5328 Warmia
IC,2024-04-20,2024-04-20_5332-3,Rzeszów Główny,5332 Kochanowski
IC,2024-04-20,2024-04-20_5334-5,Kraków Główny,5334 Kazimierz
IC,2024-04-20,2024-04-20_5360-1,Zakopane,5360 Witkacy
EIP,2024-04-20,2024-04-20_5400-1,Gliwice,5400
IC,2024-04-20,2024-04-20_54000-1,Bohumin,109 Sobieski
EIP,2024-04-20,2024-04-20_5402-3,Bielsko-Biała Główna,5402
EIP,2024-04-20,2024-04-20_5404-5,Gliwice,5404
EIP,2024-04-20,2024-04-20_5406-7,Bielsko-Biała Główna,5406
TLK,2024-04-20,2024-04-20_54102-3,Katowice,54102 Flisak
IC,2024-04-20,2024-04-20_54150-1,Bielsko-Biała Główna,54150 Halny
IC,2024-04-20,2024-04-20_5420-1,Bielsko-Biała Główna,5420 Hutnik
IC,2024-04-20,2024-04-20_5422-3,Racibórz,5422 Skarbek
IC,2024-04-20,2024-04-20_5426-7,Katowice,5426 Doker
IC,2024-04-20,2024-04-20_5460-1,Wisła Uzdrowisko,5460 Kormoran
ZKA IC,2024-04-20,2024-04-20_55111-0,Olsztyn Główny,ZKA 605 Warmia
ZKA IC,2024-04-20,2024-04-20_55113-2,Olsztyn Główny,ZKA 607 Mamry
IC,2024-04-20,2024-04-20_5600-1,Wrocław Główny,5600 Pomorzanin
IC,2024-04-20,2024-04-20_5602-3,Wrocław Główny,5602 Heweliusz
IC,2024-04-20,2024-04-20_5604-5,Wrocław Główny,5604 Mieszko
IC,2024-04-20,2024-04-20_56102-3,Wrocław Główny,56102 Mamry
IC,2024-04-20,2024-04-20_56104-5,Wrocław Główny,56104 Jeziorak
IC,2024-04-20,2024-04-20_56150-1,Wrocław Główny,56150 Lednica
IC,2024-04-20,2024-04-20_5620-1,Wrocław Główny,5620 Słowacki
IC,2024-04-20,2024-04-20_5700-1,Poznań Główny,5700 Bałtyk
IC,2024-04-20,2024-04-20_57000-1,Frankfurt (Oder),58 Gedania
IC,2024-04-20,2024-04-20_57100-1,Zielona Góra Główna,57100 Ukiel
IC,2024-04-20,2024-04-20_57102-3,Poznań Główny,57102 Drwęca
IC,2024-04-20,2024-04-20_57104-5,Zielona Góra Główna,57104 Bachus
IC,2024-04-20,2024-04-20_57108-9,Zielona Góra Główna,57108 Stoczniowiec
IC,2024-04-20,2024-04-20_58100-1,Szczecin Główny,58100 Albatros
IC,2024-04-20,2024-04-20_58103-2,Szczecin Główny,58102 Żuławy
IC,2024-04-20,2024-04-20_58104-5,Szczecin Główny,58104 Bryza
IC,2024-04-20,2024-04-20_58107-6,Szczecin Główny,58106 Gryf
IC,2024-04-20,2024-04-20_58109-8,Szczecin Główny,58108 Stańczyk
TLK,2024-04-20,2024-04-20_58110-1,Kostrzyn,58110 Bory Tucholskie
TLK,2024-04-20,2024-04-20_60103,Kłodzko Miasto,60103 Rozewie
IC,2024-04-20,2024-04-20_60105,Jelenia Góra,60105 Matejko
IC,2024-04-20,2024-04-20_60107,Kłodzko Miasto,60107 Heweliusz
IC,2024-04-20,2024-04-20_60151,Kudowa Zdrój,60151 Śnieżka
EIC,2024-04-20,2024-04-20_6100-1,Warszawa Wschodnia,6100 Panorama
EIP,2024-04-20,2024-04-20_6102-3,Warszawa Wschodnia,6102
TLK,2024-04-20,2024-04-20_61100-1,Warszawa Gdańska,61100 Orzeszkowa
IC,2024-04-20,2024-04-20_61103-2,Warszawa Wschodnia,61102 Konopnicka
IC,2024-04-20,2024-04-20_61104-5,Białystok,61104 Nałkowska
IC,2024-04-20,2024-04-20_61107-6,Białystok,61106 Dąbrowska
IC,2024-04-20,2024-04-20_61108-9,Warszawa Gdańska,61108 Oleńka
TLK,2024-04-20,2024-04-20_61170-1,Warszawa Wschodnia,61170 Karkonosze
IC,2024-04-20,2024-04-20_6121-0,Warszawa Wschodnia,6120 Asnyk
IC,2024-04-20,2024-04-20_6123-2,Warszawa Wschodnia,6122 Baczyński
IC,2024-04-20,2024-04-20_6124-5,Białystok,6124 Fredro
IC,2024-04-20,2024-04-20_6126-7,Warszawa Wschodnia,6126 Łużyce
IC,2024-04-20,2024-04-20_6150-1,Warszawa Gdańska,6150 Śnieżka
IC,2024-04-20,2024-04-20_62100-1,Lublin Główny,62100 Bolko
IC,2024-04-20,2024-04-20_62102-3,Lublin Główny,62102 Morcinek
IC,2024-04-20,2024-04-20_6300-1,Przemyśl Główny,6300 Wyspiański
IC,2024-04-20,2024-04-20_6302-3,Przemyśl Główny,6302 Siemiradzki
IC,2024-04-20,2024-04-20_6304-5,Przemyśl Główny,6304 Grottger
IC,2024-04-20,2024-04-20_63100-1,Kraków Główny,63100 Boznańska
TLK,2024-04-20,2024-04-20_63102-3,Kraków Główny,63102 Sudety
TLK,2024-04-20,2024-04-20_63106-7,Kraków Główny,63106 Szczeliniec
IC,2024-04-20,2024-04-20_64000-1,Bohumin,203 Danubius
IC,2024-04-20,2024-04-20_6501-0,Gdynia Główna,6500 Pomorzanin
IC,2024-04-20,2024-04-20_6503-2,Gdynia Główna,6502 Heweliusz
IC,2024-04-20,2024-04-20_6505-4,Gdynia Główna,6504 Mieszko
IC,2024-04-20,2024-04-20_65103-2,Olsztyn Główny,65102 Mamry
IC,2024-04-20,2024-04-20_65105-4,Olsztyn Główny,65104 Jeziorak
IC,2024-04-20,2024-04-20_65151-0,Gdynia Główna,65150 Lednica
IC,2024-04-20,2024-04-20_6521-0,Ełk,6520 Słowacki
TLK,2024-04-20,2024-04-20_66102,Wrocław Główny,66102 Rozewie
IC,2024-04-20,2024-04-20_66104,Wrocław Główny,66104 Matejko
IC,2024-04-20,2024-04-20_66106,Wrocław Główny,66106 Heweliusz
IC,2024-04-20,2024-04-20_66150,Wrocław Główny,66150 Śnieżka
IC,2024-04-20,2024-04-20_68101,Kołobrzeg,68101 Bosman
IC,2024-04-20,2024-04-20_68103-2,Słupsk,68102 Szkuner
IC,2024-04-20,2024-04-20_68105,Szczecin Główny,68104 Swarożyc
EIC,2024-04-20,2024-04-20_71002-3,Warszawa Wschodnia,247 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_71004-5,Warszawa Wschodnia,49 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_71006-7,Warszawa Wschodnia,47 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_71008-9,Warszawa Wschodnia,45 Berlin-Warszawa-Express
EIC,2024-04-20,2024-04-20_71010-1,Warszawa Wschodnia,41 Berlin-Warszawa-Express
IC,2024-04-20,2024-04-20_71101-0,Warszawa Wschodnia,71100 Strzelecki
IC,2024-04-20,2024-04-20_71103-2,Warszawa Wschodnia,71102 Zielonogórzanin
IC,2024-04-20,2024-04-20_71104-5,Warszawa Wschodnia,71104 Warta
IC,2024-04-20,2024-04-20_7201-0,Lublin Główny,7200 Hetman
IC,2024-04-20,2024-04-20_72101-0,Lublin Główny,72100 Lubuszanin
IC,2024-04-20,2024-04-20_72102-3,Lublin Główny,72102 Koziołek
IC,2024-04-20,2024-04-20_7300-1,Przemyśl Główny,7300 Ślązak
